,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr
767,Union Liquid Fund,2000,5000,0.07,1688.0,10,Devesh Thacker,2,Union Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,4.6
768,Union Long Term Equity Fund,500,500,1.62,573.0,10,Sanjay Bembalkar,6,Union Mutual Fund,4,Equity,ELSS Mutual Funds,2.3,28.5,12.8
769,Union Medium Duration Fund,500,1000,0.64,170.0,3,Parijat Agrawal,3,Union Mutual Fund,2,Debt,Medium Duration Funds,2.3,0.0,0.0
770,Union Money Market Fund,2000,5000,0.24,144.0,2,Parijat Agrawal,2,Union Mutual Fund,3,Debt,Money Market Funds,5.4,0.0,0.0
771,Union Overnight Fund,2000,5000,0.08,158.0,4,Devesh Thacker,1,Union Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,0.0
772,Union Small Cap Fund,500,1000,1.35,710.0,9,Hardick Bora,6,Union Mutual Fund,3,Equity,Small Cap Mutual Funds,-0.1,37.1,12.8
773,Union Value Discovery Fund,500,1000,1.59,144.0,4,Sanjay Bembalkar,6,Union Mutual Fund,3,Equity,Value Funds,2.9,29.7,0.0
774,UTI-Arbitrage Fund,500,5000,0.34,3532.0,10,Rajeev Gupta,1,UTI Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5
775,UTI-Banking & PSU Debt Fund,500,500,0.24,524.0,9,Anurag Mittal,3,UTI Mutual Fund,1,Debt,Banking and PSU Mutual Funds,11.0,7.9,5.6
776,UTI-Banking and Financial Services Fund,500,5000,1.39,824.0,10,Amit Premchandani,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,8.2,24.4,6.7
777,UTI-Bond Fund,500,500,1.29,285.0,10,Amandeep Chopra,3,UTI Mutual Fund,5,Debt,Medium to Long Duration Funds,12.0,10.4,4.4
778,UTI-CCF Investment Plan – Direct Growth,500,1000,1.52,685.0,10,Vetri Subramaniam,6,UTI Mutual Fund,0,Solution Oriented,Childrens Funds,-3.3,24.1,10.1
779,UTI-Core Equity Fund,500,5000,1.68,1506.0,10,V Srivatsa,6,UTI Mutual Fund,2,Equity,Large & Mid Cap Funds,4.1,30.7,10.2
780,UTI-Corporate Bond Fund,500,500,0.23,3092.0,5,Anurag Mittal,2,UTI Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.2,6.5,0.0
781,UTI-Credit Risk Fund,500,500,0.81,438.0,10,Ritesh Nambiar,4,UTI Mutual Fund,4,Debt,Credit Risk Funds,5.0,8.3,-0.9
782,UTI-Dividend Yield Fund,500,5000,1.45,2786.0,10,Swati Kulkarni,6,UTI Mutual Fund,0,Equity,Dividend Yield Funds,-1.5,26.8,11.3
783,UTI-Dynamic Bond Fund,500,500,0.81,469.0,10,Sudhir Agrawal,3,UTI Mutual Fund,3,Debt,Dynamic Bond,12.5,11.0,6.3
784,UTI-Equity Savings Fund,0,5000,0.68,257.0,5,V Srivatsa,3,UTI Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,6.1,14.7,0.0
785,UTI-Flexi Cap Fund,500,5000,0.9,23944.0,10,Ajay Tyagi,6,UTI Mutual Fund,4,Equity,Flexi Cap Funds,-9.0,22.5,12.2
786,UTI-Floater Fund,500,500,0.35,1637.0,4,Sudhir Agrawal,2,UTI Mutual Fund,3,Debt,Floater Mutual Funds,5.1,5.9,0.0
787,UTI-Gilt Fund,500,500,0.67,517.0,10,Sudhir Agrawal,3,UTI Mutual Fund,3,Debt,Gilt Mutual Funds,5.0,5.0,7.3
788,UTI-Healthcare Fund,500,5000,1.47,655.0,10,V Srivatsa,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-9.0,22.0,12.0
789,UTI-Hybrid Equity Fund,500,1000,1.34,4286.0,10,V Srivatsa,6,UTI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,5.3,25.8,9.8
790,UTI-India Consumer Fund,500,5000,1.8,436.0,10,Vishal Chopda,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,-0.5,18.0,8.4
791,UTI-Infrastructure Fund,500,5000,1.92,1445.0,10,Sachin Trivedi,6,UTI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,12.9,28.0,9.4
792,UTI-Liquid – Cash Plan – Direct Growth,0,500,0.14,31463.0,10,Amandeep Chopra,2,UTI Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,5.3
793,UTI-Long Term Equity Fund,500,500,0.95,2797.0,10,Vetri Subramaniam,6,UTI Mutual Fund,3,Equity,ELSS Mutual Funds,-2.9,24.5,10.9
794,UTI-Mastershare – Direct Growth,500,100,0.97,10312.0,10,Karthikraj Lakshmanan,6,UTI Mutual Fund,4,Equity,Large Cap Mutual Funds,-2.0,24.2,11.5
795,UTI-Medium Term Fund,500,500,1.0,54.0,8,Sunil Patil,3,UTI Mutual Fund,2,Debt,Medium Duration Funds,3.7,5.4,4.6
796,UTI-Mid Cap Fund,500,5000,0.99,7077.0,10,Ankit Agarwal,6,UTI Mutual Fund,3,Equity,Mid Cap Mutual Funds,0.4,31.1,11.4
797,UTI-MNC Fund,500,5000,1.24,2366.0,10,Swati Kulkarni,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.3,18.1,7.9
798,UTI-Money Market Fund,500,500,0.2,7897.0,10,Amit Sharma,3,UTI Mutual Fund,4,Debt,Money Market Funds,5.6,5.3,6.2
799,UTI-Multi Asset Fund,500,5000,1.04,860.0,10,Sharwan Kumar Goyal,6,UTI Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,4.9,16.5,7.5
800,UTI-Nifty 50 Index Fund,500,5000,0.2,9475.0,10,Sharwan Kumar Goyal,6,UTI Mutual Fund,3,Other,Index Funds,0.9,26.2,12.0
801,UTI-Nifty Next 50 Index Fund,0,5000,0.33,1926.0,5,Sharwan Kumar Goyal,6,UTI Mutual Fund,2,Other,Index Funds,-6.4,22.2,0.0
802,UTI-Overnight Fund,500,500,0.07,5600.0,10,Amit Sharma,1,UTI Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,4.6
803,UTI-Regular Savings Fund,500,5000,1.2,1544.0,10,Amandeep Chopra,4,UTI Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,3.7,13.5,7.2
804,UTI-Retirement Benefit Pension Plan – Direct,500,500,1.05,3687.0,10,Sunil Patil,5,UTI Mutual Fund,0,Solution Oriented,Retirement Funds,5.2,17.2,7.5
805,UTI-Short Term Income Fund,500,500,0.33,2269.0,10,Sudhir Agrawal,3,UTI Mutual Fund,5,Debt,Short Duration Funds,5.0,8.5,5.4
806,UTI-Transportation & Logistics Fund,500,5000,1.03,1908.0,10,Sachin Trivedi,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,14.1,32.9,5.1
807,UTI-Treasury Advantage Fund,500,500,0.33,2565.0,10,Anurag Mittal,2,UTI Mutual Fund,5,Debt,Low Duration Funds,5.2,7.3,4.8
808,UTI-Ultra Short Term Fund,500,500,0.44,2130.0,10,Ritesh Nambiar,3,UTI Mutual Fund,5,Debt,Ultra Short Duration Funds,5.4,6.1,5.7
809,UTI-Unit Linked Insurance Plan – Direct,500,15000,0.96,5068.0,10,Amandeep Chopra,4,UTI Mutual Fund,0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.7,13.1,6.2
810,UTI-Value Opportunities Fund,500,5000,1.16,6740.0,10,Vetri Subramaniam,6,UTI Mutual Fund,4,Equity,Value Funds,1.7,27.2,12.2
811,WhiteOak Capital Liquid Fund,500,500,0.26,197.0,4,Piyush Baranwal,1,WhiteOak Capital Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,3.8,0.0
812,WhiteOak Capital Overnight Fund,500,500,0.22,14.0,4,Piyush Baranwal,1,WhiteOak Capital Mutual Fund,1,Debt,Overnight Mutual Funds,1.7,32.4,13.3
813,WhiteOak Capital Ultra Short Term Fund,500,500,0.33,141.0,4,Piyush Baranwal,1,WhiteOak Capital Mutual Fund,2,Debt,Ultra Short Duration Funds,5.3,4.5,0.0
